2, 1.000000
3, 0.000000
4, 1.000000
5, 1.000000
6, 1.000000
7, 1.000000
8, 2.000000
9, 2.000000
10, 1.000000
11, 2.000000
12, 2.000000
13, 3.000000
14, 3.000000
15, 3.000000
16, 3.000000
17, 4.000000
18, 5.000000
19, 5.000000
20, 5.000000
21, 5.000000
22, 8.000000
23, 7.000000
24, 6.000000
25, 8.000000
26, 8.000000
27, 8.000000
28, 9.000000
29, 9.000000
30, 9.000000
31, 9.000000
32, 11.000000
33, 13.000000
34, 11.000000
35, 11.000000
36, 14.000000
37, 13.000000
38, 17.000000
39, 13.000000
40, 14.000000
41, 14.000000
42, 14.000000
43, 15.000000
44, 15.000000
45, 16.000000
46, 17.000000
47, 17.000000
48, 18.000000
49, 19.000000
50, 19.000000
51, 22.000000
52, 29.000000
53, 24.000000
54, 27.000000
55, 31.000000
56, 27.000000
57, 27.000000
58, 31.000000
59, 30.000000
60, 29.000000
61, 30.000000
62, 31.000000
63, 33.000000
64, 33.000000
65, 33.000000
66, 33.000000
67, 35.000000
68, 36.000000
69, 37.000000
70, 39.000000
71, 42.000000
72, 41.000000
73, 42.000000
74, 44.000000
75, 44.000000
76, 44.000000
77, 45.000000
78, 50.000000
79, 49.000000
80, 49.000000
81, 55.000000
82, 60.000000
83, 62.000000
84, 67.000000
85, 58.000000
86, 56.000000
87, 59.000000
88, 61.000000
89, 60.000000
90, 62.000000
91, 63.000000
92, 65.000000
93, 67.000000
94, 67.000000
95, 72.000000
96, 72.000000
97, 75.000000
98, 74.000000
99, 79.000000
100, 89.000000
101, 82.000000
102, 93.000000
103, 88.000000
104, 87.000000
105, 86.000000
106, 86.000000
107, 88.000000
108, 88.000000
109, 91.000000
110, 92.000000
111, 95.000000
112, 95.000000
113, 99.000000
114, 100.000000
115, 105.000000
116, 104.000000
117, 118.000000
118, 122.000000
119, 114.000000
120, 112.000000
121, 116.000000
122, 112.000000
123, 117.000000
124, 118.000000
125, 123.000000
126, 122.000000
127, 124.000000
128, 128.000000
129, 143.000000
130, 142.000000
131, 142.000000
132, 140.000000
133, 143.000000
134, 138.000000
135, 144.000000
136, 146.000000
137, 145.000000
138, 146.000000
139, 149.000000
140, 167.000000
141, 168.000000
142, 154.000000
143, 158.000000
144, 159.000000
145, 161.000000
146, 162.000000
147, 169.000000
148, 180.000000
149, 181.000000
150, 184.000000
151, 176.000000
152, 176.000000
153, 181.000000
154, 181.000000
155, 189.000000
156, 181.000000
157, 190.000000
158, 213.000000
159, 195.000000
160, 199.000000
161, 197.000000
162, 199.000000
163, 199.000000
164, 206.000000
165, 223.000000
166, 224.000000
167, 210.000000
168, 220.000000
169, 215.000000
170, 215.000000
171, 223.000000
172, 247.000000
173, 267.000000
174, 234.000000
175, 237.000000
176, 235.000000
177, 241.000000
178, 265.000000
179, 257.000000
180, 246.000000
181, 254.000000
182, 253.000000
183, 259.000000
184, 260.000000
185, 279.000000
186, 265.000000
187, 275.000000
188, 311.000000
189, 362.000000
190, 355.000000
191, 295.000000
192, 286.000000
193, 312.000000
194, 289.000000
195, 289.000000
196, 292.000000
197, 298.000000
198, 321.000000
199, 332.000000
200, 308.000000
201, 308.000000
202, 331.000000
203, 437.000000
204, 375.000000
205, 332.000000
206, 372.000000
207, 454.000000
208, 463.000000
209, 337.000000
210, 353.000000
211, 356.000000
212, 384.000000
213, 347.000000
214, 359.000000
215, 401.000000
216, 373.000000
217, 369.000000
218, 375.000000
219, 408.000000
220, 441.000000
221, 420.000000
222, 401.000000
223, 514.000000
224, 447.000000
225, 391.000000
226, 407.000000
227, 476.000000
228, 396.000000
229, 407.000000
230, 437.000000
231, 427.000000
232, 406.000000
233, 415.000000
234, 445.000000
235, 423.000000
236, 439.000000
237, 436.000000
238, 466.000000
239, 433.000000
240, 435.000000
241, 492.000000
242, 449.000000
243, 452.000000
244, 471.000000
245, 532.000000
246, 455.000000
247, 464.000000
248, 594.000000
249, 525.000000
250, 547.000000
251, 546.000000
252, 492.000000
253, 489.000000
254, 526.000000
255, 502.000000
256, 535.000000
257, 604.000000
258, 532.000000
259, 549.000000
260, 601.000000
261, 548.000000
262, 558.000000
263, 544.000000
264, 559.000000
265, 563.000000
266, 555.000000
267, 572.000000
268, 665.000000
269, 538.000000
270, 712.000000
271, 650.000000
272, 590.000000
273, 739.000000
274, 578.000000
275, 716.000000
276, 613.000000
277, 581.000000
278, 763.000000
279, 631.000000
280, 823.000000
281, 676.000000
282, 833.000000
283, 685.000000
284, 759.000000
285, 682.000000
286, 740.000000
287, 706.000000
288, 717.000000
289, 751.000000
290, 712.000000
291, 750.000000
292, 670.000000
293, 952.000000
294, 824.000000
295, 977.000000
296, 738.000000
297, 982.000000
298, 748.000000
299, 790.000000
300, 754.000000
301, 844.000000
302, 721.000000
303, 830.000000
304, 792.000000
305, 931.000000
306, 837.000000
307, 849.000000
308, 1084.000000
309, 891.000000
310, 807.000000
311, 852.000000
312, 796.000000
313, 891.000000
314, 899.000000
315, 977.000000
316, 921.000000
317, 859.000000
318, 901.000000
319, 793.000000
320, 871.000000
321, 815.000000
322, 980.000000
323, 842.000000
324, 894.000000
325, 947.000000
326, 954.000000
327, 949.000000
328, 827.000000
329, 1041.000000
330, 954.000000
331, 1019.000000
332, 964.000000
333, 868.000000
334, 947.000000
335, 1024.000000
336, 899.000000
337, 977.000000
338, 926.000000
339, 982.000000
340, 985.000000
341, 904.000000
342, 1067.000000
343, 1057.000000
344, 1160.000000
345, 1048.000000
346, 1008.000000
347, 1005.000000
348, 1085.000000
349, 1064.000000
350, 1029.000000
351, 1154.000000
352, 1101.000000
353, 971.000000
354, 1150.000000
355, 1157.000000
356, 993.000000
357, 1098.000000
358, 1073.000000
359, 1007.000000
360, 1078.000000
361, 1098.000000
362, 1145.000000
363, 1440.000000
364, 1235.000000
365, 1203.000000
366, 1405.000000
367, 1077.000000
368, 1098.000000
369, 1090.000000
370, 1032.000000
371, 1069.000000
372, 1096.000000
373, 1073.000000
374, 1096.000000
375, 1129.000000
376, 1113.000000
377, 1147.000000
378, 1180.000000
379, 1297.000000
380, 1137.000000
381, 1187.000000
382, 1174.000000
383, 1269.000000
384, 1405.000000
385, 1299.000000
386, 1217.000000
387, 1247.000000
388, 1124.000000
389, 1198.000000
390, 1186.000000
391, 1170.000000
392, 1173.000000
393, 1287.000000
394, 1335.000000
395, 1313.000000
396, 1213.000000
397, 1243.000000
398, 1271.000000
399, 1267.000000
400, 1253.000000
401, 1249.000000
402, 1288.000000
403, 1330.000000
404, 1328.000000
405, 1291.000000
406, 1274.000000
407, 1294.000000
408, 1321.000000
409, 1365.000000
410, 1333.000000
411, 1343.000000
412, 1371.000000
413, 1379.000000
414, 1355.000000
415, 1365.000000
416, 1429.000000
417, 1756.000000
418, 1930.000000
419, 1569.000000
420, 1803.000000
421, 1680.000000
422, 1509.000000
423, 1404.000000
424, 1447.000000
425, 1452.000000
426, 1471.000000
427, 1501.000000
428, 1455.000000
429, 1601.000000
430, 1656.000000
431, 1502.000000
432, 1488.000000
433, 1549.000000
434, 1557.000000
435, 1605.000000
436, 1678.000000
437, 1605.000000
438, 1599.000000
439, 1546.000000
440, 1549.000000
441, 1554.000000
442, 1579.000000
443, 1550.000000
444, 1641.000000
445, 1606.000000
446, 1633.000000
447, 1674.000000
448, 1520.000000
449, 1582.000000
450, 1663.000000
451, 1733.000000
452, 1706.000000
453, 1680.000000
454, 1716.000000
455, 1655.000000
456, 1684.000000
457, 1688.000000
458, 1681.000000
459, 1938.000000
460, 2022.000000
461, 1725.000000
462, 1700.000000
463, 1697.000000
464, 1716.000000
465, 1859.000000
466, 1727.000000
467, 1736.000000
468, 1777.000000
469, 1796.000000
470, 1876.000000
471, 1821.000000
472, 2158.000000
473, 1793.000000
474, 1788.000000
475, 1805.000000
476, 1816.000000
477, 1835.000000
478, 2175.000000
479, 1907.000000
480, 1789.000000
481, 1963.000000
482, 1875.000000
483, 1938.000000
484, 2027.000000
485, 2403.000000
486, 2239.000000
487, 2301.000000
488, 2054.000000
489, 2264.000000
490, 2371.000000
491, 2087.000000
492, 2315.000000
493, 2046.000000
494, 1926.000000
495, 2064.000000
496, 2213.000000
497, 2236.000000
498, 2069.000000
